,full_text,clean_text,cluster
943,Komnas Perempuan Khawatirkan Caleg yang Punya Riwayat Pelaku Kekerasan Seksual https://t.co/nVyA4NE2Rv,komnas perempuan khawatir caleg riwayat laku keras seksual,2
944,"Komisi Nasional Anti Kekerasan Terhadap Perempuan (Komnas Perempuan) menegaskan bakal calon legislatif harus bersih dari kekerasan seksual, baik terhadap anak maupun terhadap perempuan.\n\nhttps://t.co/NNMMhKXceT",komisi nasional anti keras perempuan komnas perempuan calon legislatif bersih keras seksual anak perempuannn,2
945,Penyalahgunaan kedudukan dengan memanfaatkan perjanjian kerja guna mendapatkan layanan seksual merupakan bentuk EKSPLOITASI SEKSUAL.\n\nPasal 12 Undang-Undang (UU) Nomor 12 Tahun 2022 tentang Tindak Pidana Kekerasan Seksual (TPKS) menjelaskan eksploitasi seksual merupakan bentuk,penyalahgunaan duduk manfaat janji kerja layan seksual bentuk eksploitasi seksualnnpasal undangundang uu nomor tindak pidana keras seksual tpks eksploitasi seksual bentuk,2
946,Direktorat Perancangan Peraturan Perundang-undangan menyelenggarakan rapat pembahasan Rancangan Peraturan Pemerintah tentang Dana Bantuan Korban Tindak Pidana Kekerasan Seksual. Jumat (12/05/2023).\n\n#DitjenPPKemenkumham\n#KumhamSemakinPasti https://t.co/aGFcTazq3z,direktorat ancang atur perundangundangan selenggara rapat bahas rancang atur perintah dana bantu korban tindak pidana keras seksual jumat nnditjenppkemenkumhamnkumhamsemakinpasti,2
947,@SWEETAL154 @aniesbaswedan Bentar lagi dipanggil kasus kekerasan seksual anak anak dibawah umur.,bentar panggil keras seksual anak anak bawah umur,2
948,Milenial soal Wonogiri Masa Depan: Jadi Daerah Industri Minim Kekerasan Seksual https://t.co/5tGpzl4CZ6,milenial wonogiri daerah industri minim keras seksual,2
949,Berada dalam posisi netral bukanlah solusi dalam mengatasi kekerasan seksual. https://t.co/oBUIbReMix,posisi netral solusi atas keras seksual,1
950,Kesalahan sbg manusia itu lupa naro kunci rumah dimana bukan malah kekerasan seksual ya babi. https://t.co/pwvlJoWVeM,salah manusia lupa naro kunci rumah mana keras seksual babi,0
951,@UGM_FESS Laporin ke satgas kekerasan seksual kampus aja klo emang meresahkan kan dah ada,laporin satgas keras seksual kampus resah,2
952,"Kiai FM, terdawa perkara pencabulan dan kekerasan seksual terhadap santrinya kembali menjalani sidang lanjutan di Pengadilan Negeri (PN) Jember.\n\n#jember #kiaicabul #cabul #kiai #jembernews #infojatim\nhttps://t.co/heMlg8DZHo",kiai fm terdawa perkara cabul keras seksual santri jalan sidang lanjut adil negeri jembernnjember kiaicabul cabul kiai jembernews infojatimn,2
953,Kendati UU TPKS telah terbit bukan berarti jumlah kasus kekerasan seksual turun. Justru cenderung meningkat karena pemahaman masyarakat terhadap TPKS semakin baik. Banyak korban kekerasan seksual yang berani bicara.\nhttps://t.co/OB8kTEDylS,kendati uu tpks terbit keras seksual turun cenderung tingkat paham masyarakat tpks korban keras seksual berani bicaran,2
954,@democrazymedia Cocok memang calonnya penyuka film biru dan team suksesnya adalah pelaku kekerasan seksual kepada anak dibawah umur🤣🤣🤣,cocok calon suka film biru team sukses laku keras seksual anak bawah umur,2
955,"Lokakarya diselenggarakan utk memperdalam pemahaman ttg kekerasan berbasis gender (KBG) &amp; pemanfaatan layanan bagi perempuan, minoritas gender &amp; seksual yg hidup dgn HIV/berisiko terinfeksi HIV. Peserta jg berdiskusi ttg pengembangan rencana strategis respons penanggulangan HIV.",lokakarya selenggara dalam paham keras bas gender kbg manfaat layan perempuan minoritas gender seksual hidup hivberisiko infeksi hiv serta diskus kembang rencana strategis respons tanggulang hiv,2
956,"Kekerasan seksual bisa menimpa siapa aja, apalagi di internet. \nJadi coba dikontrol itu jempolnya 😡 https://t.co/W6poQVVQdp",keras seksual timpa internet njadi coba kontrol jempol,1
957,"setiap manusia kan punya kesalahan ya pasti, kita sebagai manusia juga harusnya saling memaafkan, begitu juga Lucas, ayolah coba lebih respect dan berprikemanusiaan, gpp klo kmu emng benci Lucas, di keep sendiri aja, jangan malah naikin hastag ga jelas yg mana itu ujaran kbncian",manusia salah manusia maaf lucas ayo coba respect berprikemanusiaan apa benci lucas keep naikin hastag ujar kbncian,1
958,@luvyrenxraa @jellyrubyjane @haechanahceeahh @wulann @nct_menfess emang lo kira ngelaporin kekerasan seksual tuh segampang itu ya?,ngelaporin keras seksual tuh gampang,1
959,Tuntutan ‘staycation’ atau menginap bersama di sebuah hotel sebagai syarat perpanjangan kontrak menyebabkan buruh perempuan banyak terkena kekerasan seksual dan pemerasan di tempat kerja.  #staycation #buruhCikarang #staycationkontrakkerja https://t.co/gWyOvGekia,tuntut staycation inap hotel syarat panjang kontrak sebab buruh perempuan kena keras seksual peras kerja staycation buruhcikarang staycationkontrakkerja,2
960,"i would never forgive sexual harassment perpetrators. inget prinsip dalam kasus kekerasan seksual, satu korban terlalu banyak. imagine the damage and burden yang harus dipikul korban SEUMUR HIDUPNYA.",i would never forgive sexual harassment perpetrators prinsip keras seksual korban imagine the damage and burden pikul korban umur hidup,2
961,"Kita sudah  merekomendasikan ke kepolisian untuk menerapkan pasal pidana yang  staycation itu karena melanggar Undang-Undang Nomor 12 tahun 2022  tentang tindak pidana kekerasan seksual di tempat kerja,"" kata @ridwankamil \nhttps://t.co/B6ss7vAAd7.""",rekomendasi polisi terap pasal pidana staycation langgar undangundang nomor tindak pidana keras seksual kerja,2
962,"Cegah Kekerasan Seksual, Psikolog Bahas Underwear Rule kepada Pelajar Kota Sukabumi | https://t.co/DWEyQ6dUxt | #terasID #beritaseindonesia https://t.co/gCllR6sgyQ",cegah keras seksual psikolog bahas underwear rule ajar kota sukabumi asid beritaseindonesia,2
963,"untuk yg berwenang. ungkap sampai tuntas kasus staycation disemua perusahaan tidak menutup kemungkinan seluruh wilayah NkRI ada kasus yg sama ,Lindungi generasi muda kita dari kekerasan seksual &amp; pelecehan para oknum yg punya jabatan  \nhttps://t.co/atPlQqA9qR",wenang tuntas staycation semua usaha tutup wilayah nkri lindung generasi muda keras seksual leceh oknum jabat,2
964,"Kita sudah  merekomendasikan ke kepolisian untuk menerapkan pasal pidana yang  staycation itu karena melanggar Undang-Undang Nomor 12 tahun 2022  tentang tindak pidana kekerasan seksual di tempat kerja,"" kata @ridwankamil \nhttps://t.co/0TkyTrLlyO.""",rekomendasi polisi terap pasal pidana staycation langgar undangundang nomor tindak pidana keras seksual kerja,2
965,"“Jika benar kejadian itu, ini merupakan praktik pelecehan dan kekerasan seksual dan penindasan terhadap kaum perempuan. Ini tidak bisa didiamkan,” imbuh Putih Sari.",jadi praktik leceh keras seksual tindas kaum perempuan diam imbuh putih sari,2
966,Seringkali terjadi kasus kekerasan seksual di Sukabumi. Seruan untuk mencegah kekerasan seksual di Sukabumi pun digaungkan.\nhttps://t.co/zKvaBqjb5l,seringkali keras seksual sukabumi seru cegah keras seksual sukabumi digaungkann,2
967,"Agar mendapatkan ruang aman, laki-laki juga harus terlibat dalam upaya penghapusan kekerasan seksual. \n\nUU TPKS menjadi kunci agar kekerasan seksual dapat diberantas. https://t.co/GSweyPH9Zz",ruang aman lakilaki libat upaya hapus keras seksual nnuu tpks kunci keras seksual berantas,2
968,"Kita sudah  merekomendasikan ke kepolisian untuk menerapkan pasal pidana yang  staycation itu karena melanggar Undang-Undang Nomor 12 tahun 2022  tentang tindak pidana kekerasan seksual di tempat kerja,"" kata @ridwankamil \nhttps://t.co/NGKHZj2bbA.""",rekomendasi polisi terap pasal pidana staycation langgar undangundang nomor tindak pidana keras seksual kerja,2
969,"Tweeps, hadiri Seminar, Pameran, Sajian Rujak Pare dalam rangka Peringatan 25 Tahun Reformasi   Kekerasan Seksual Musuh Kita Bersama""\n\nCatat tanggalnya!\nSabtu, 27 Mei 2023, Pkl 07.30-11.35 WIB\ndi Auditorium Dian Universitas Ciputra\n\nLive Youtube: seh_uc https://t.co/vIx2wtsYvn https://t.co/CsHZL0T8Vn""",tweeps hadir seminar pamer saji rujak pare rangka ingat reformasi keras seksual musuh bersamanncatat tanggalnyansabtu mei pkl wibndi auditorium dian universitas ciputrannlive youtube seh uc,2
970,"Terjadi Kasus Kekerasan Seksual Terhadap Anak Disabilitas, KPAI Desak RUU ... - Sinar Harapan https://t.co/8c67zID3gH",keras seksual anak disabilitas kpai desak ruu sinar harap,2
971,"Namun, pada sisi lainnya ditemukan pula risiko lain yang dihadapi, seperti misalnya peningkatan kasus kekerasan seksual berbasis elektronik, dari 181 kasus (2019) menjadi 1697 kasus (2022). Untuk itu, kerja sama dengan BSSN menjadi sangat genting.\n\nhttps://t.co/ZetjDkjqB6 https://t.co/AAexz1mmDY",sisi temu risiko hadap tingkat keras seksual bas elektronik kerja bssn gentingnn,2
972,"Budaya toxic masculinity"" yang berkembang di tengah masyarakat patriarki menjadi penyebab tabunya laki-laki jadi korban kekerasan seksual. https://t.co/etDSUXANXi""",budaya toxic masculinity kembang masyarakat patriark sebab tabu lakilaki korban keras seksual,2
973,"Kamu tau gak, menurut Catahu Komnas Perempuan Tahun 2023, dari 5.831 kasus kekerasan terhadap perempuan yang diadukan selama 2022, 38 persennya adalah kasus kekerasan seksual.\n\nData tersebut nunjukkin bahwa perempuan adalah kelompok rentan menjadi korban kekerasan seksual.",catahu komnas perempuan keras perempuan adu persen keras seksualnndata nunjukkin perempuan kelompok rentan korban keras seksual,2
974,"Setuju narkotika dan korupsi tak bisa didamaikan, Kompolnas juga mengingatkan kekerasan seksual juga seharusnya tak bisa diselesaikan dengan damai. https://t.co/GIURtUIOGZ",tuju narkotika korupsi damai kompolnas keras seksual selesai damai,0
975,"Dalam acara ini dilakukan penandatanganan MoU Koordinasi dan Pemantauan Bersama Pencegahan dan Penanganan Tindak Pidana Kekerasan Seksual, antara @KomnasHAM, Komnas Perempuan, @KPAI_official dan Komnas Disabilitas.\n\n#KomnasPerempuan #MoU #UUTPKS",acara penandatanganan mou koordinasi pantau cegah tangan tindak pidana keras seksual komnas perempuan komnas disabilitasnnkomnasperempuan mou uutpks,2
976,"Kita sudah  merekomendasikan ke kepolisian untuk menerapkan pasal pidana yang  staycation itu karena melanggar Undang-Undang Nomor 12 tahun 2022  tentang tindak pidana kekerasan seksual di tempat kerja,"" kata @ridwankamil \nhttps://t.co/BY5lVD9FO6.""",rekomendasi polisi terap pasal pidana staycation langgar undangundang nomor tindak pidana keras seksual kerja,2
977,Serta inklusif dan berkesinambungan dalam upaya pencegahan dan penanggulangan kekerasan seksual.\n\nSelengkapnya klik tautan berikut:\nhttps://t.co/LG4rlo4Ffj,inklusif sambung upaya cegah tanggulang keras seksualnnselengkapnya klik taut berikutn,2
978,Kenangan pilu kerusuhan Mei 98\n- Tragedi Trisakti 22 Mei 98.\n- Kejamnya kekerasan seksual pada perempuan.\n- Pelanggaran Hak Asasi Manusia dibalik peristiwa 1998.\nMenolak Lupa\n#PelakuKejahatan98 https://t.co/9KtPcudpbe,kenang pilu rusuh mei tragedi trisakti mei kejam keras seksual perempuann langgar hak asasi manusia balik peristiwa nmenolak lupanpelakukejahatan,2
979,"Lembaga Nasional HAM (LNHAM) Jalin Kerja Sama Pantau Implementasi UU TPKS\n\nKamis, 11 Mei 2023, telah diselenggarakan Acara Peringatan Satu Tahun UU Tindak Pidana Kekerasan Seksual yang diinisiasi oleh KemenPPPA dan Lembaga Nasional HAM, salah satunya Komnas Perempuan. https://t.co/sfXU9loYBG",lembaga nasional ham lnham jalin kerja pantau implementasi uu tpksnnkamis mei selenggara acara ingat uu tindak pidana keras seksual inisiasi kemenpppa lembaga nasional ham salah satu komnas perempuan,2
980,Yuk bantu dukung korban kekerasan seksual dan memerangi tindak perilaku pelecehan seksual dengan ikut Challenge For Indonesian Women Victims #SayNoToPelecehanSeksual di aplikasi Campaign #ForChange dan buka donasi Rp20.000!\n\n#PelecehanSeksual https://t.co/mfrPlX4i1B,yuk bantu dukung korban keras seksual rang tindak perilaku leceh seksual challenge for indonesian women victims saynotopelecehanseksual aplikasi campaign forchange buka donasi rpnnpelecehanseksual,2
981,"Tidak Semua Kasus Kekerasan Seksual Diproses dengan UU TPKS, Ini Kendalanya\n\n#KabarTrenggalek\n\nhttps://t.co/6IftHkpsJa",keras seksual proses uu tpks kendalanyannkabartrenggaleknn,2
982,"@jenajennna @joonfa612 @tanyakanrl Cuma disini si cewe juga salah sih, mungkin krn terlalu naif jadi dia manut2 aja sama si cowonya tapi ga nyangka kalo si cowo sampe mau minta keperawanannya, pdhl dia juga udh bilang dia mau jaga.\nBtw film ini mengangkat isu perlindungan perempuan dr pelecehan &amp; kekerasan seksual",cewek salah sih naif manut cowonya sangka cowok perawan bilang jaganbtw film angkat isu lindung perempuan leceh keras seksual,2
983,Tujuan dari kesepakatan bersama ini adalah sebagai pedoman bagi para pihak dalam menyelenggarakan koordinasi dan pemantauan bersama pencegahan dan penanganan korban tindak pidana kekerasan seksual serta bertujuan untuk memastikan efektivitas pelaksanaan UU TPKS.\n\n#MoU #UUTPKS,tuju sepakat pedoman selenggara koordinasi pantau cegah tangan korban tindak pidana keras seksual tuju efektivitas laksana uu tpksnnmou uutpks,2
984,2. Bahaya Kekerasan Seksual\nNonton pornografi yang kejam atau BD$M bisa bikin naik risiko kekerasan seksual. Kamu harus paham bahwa itu nggak bener dan bisa menyakiti orang lain. Hormati batas orang lain!,bahaya keras seksualnnonton pornografi kejam bdm bikin risiko keras seksual paham sakit orang hormat batas orang,1
985,Suka capek sama orang-orang yang masih nyalahin korban kekerasan seksual. https://t.co/Aqt1sXrLkM,suka capai orangorang nyalahin korban keras seksual,0
986,"Kita sudah  merekomendasikan ke kepolisian untuk menerapkan pasal pidana yang  staycation itu karena melanggar Undang-Undang Nomor 12 tahun 2022  tentang tindak pidana kekerasan seksual di tempat kerja,"" kata @ridwankamil \nhttps://t.co/33dPZCI0YT.""",rekomendasi polisi terap pasal pidana staycation langgar undangundang nomor tindak pidana keras seksual kerja,2
987,"Kita sudah  merekomendasikan ke kepolisian untuk menerapkan pasal pidana yang  staycation itu karena melanggar Undang-Undang Nomor 12 tahun 2022  tentang tindak pidana kekerasan seksual di tempat kerja,"" kata @ridwankamil \nhttps://t.co/kT1H8qoKOY.""",rekomendasi polisi terap pasal pidana staycation langgar undangundang nomor tindak pidana keras seksual kerja,2
988,"@shinosukentokun @baebeisunshine @tanyakanrl Karena sistem pendidikan memang ditujukan utk students. Manajemen pun jg lbh ketat kpd staffs n teachers. Mau kamu asylum, korban kekerasan or seksual bahkan unwanted pragnancy pun sekolah justru trus mendampingi  biar ttp sehat &amp; teached them. Bkn kek di Indo malah di keluarin.",sistem didik students manajemen ketat staffs teachers asylum korban keras or seksual unwanted pragnancy sekolah damping biar sehat teached them bkn kek indo keluarin,2
989,kekerasan seksual loh,keras seksual loh,1
990,"Hampir setiap penyintas kekerasan atau pelecehan seksual pada satu titik akan berpikir, “Itu salahku”.\n\nhttps://t.co/EjvMILR6X2 https://t.co/Mbl3Sn2QEw",sintas keras leceh seksual titik pikir salahkunn,2
991,PEREMPUAN PEKERJA RAWAN KEKERASAN SEKSUAL - BINCANG SUDUT PANDANG 12/05/... https://t.co/yWzg4eET83 via @YouTube,perempuan kerja rawan keras seksual bincang sudut pandang via,2
992,Setahun Disahkan UU TPKS: Beri Pemajuan HAM dan Pengetahuan Publik Soal Kekerasan Seksual https://t.co/3BDMDrGzq3,tahun sah uu tpks maju ham tahu publik keras seksual,2
993,Setahun Disahkan UU TPKS: Beri Pemajuan HAM dan Pengetahuan Publik Soal Kekerasan Seksual https://t.co/AZNlm2kk9d https://t.co/3BPJ8j2D4g,tahun sah uu tpks maju ham tahu publik keras seksual,2
994,"Nah kembali ke pertanyaan bung @kawananraja dan @mabrurlbanuna, di PMA no 73 ini ada pasal yang mengatur tata cara pelaporan kasus kekerasan seksual. Untuk jelasnya, sila lihat instagram di bawah ini...\n\nhttps://t.co/OAlpH3qsqd",pma no pasal atur tata lapor keras seksual sila lihat instagram ininn,2
995,"Sesuai judulnya, PMA ini mengatur penanganan, dan terutama pencegahan, kekerasan seksual di seluruh satuan pendidikan yang ada di bawah Kementerian Agama. Artinya,  bukan hanya di pesantren atau di madrasah saja, tapi juga di sekolah minggu, sekolah alkitab, pasraman...(cont..)",sesuai judul pma atur tangan cegah keras seksual satu didik menteri agama pesantren madrasah sekolah minggu sekolah alkitab pasramancont,2
996,"Dewan Masyaikh memiliki peran esensial dalam pencegahan kekerasan seksual ini. Karena itu, Kemenag mendorong pesantren untuk membentuk Dewan Masyaikh ini",dewan masyaikh milik peran esensial cegah keras seksual kemenag dorong pesantren bentuk dewan masyaikh,2
997,Setahun Disahkan UU TPKS: Beri Pemajuan HAM dan Pengetahuan Publik Soal Kekerasan Seksual [beritaindo] https://t.co/2tYMRerrjp,tahun sah uu tpks maju ham tahu publik keras seksual beritaindo,2
998,"Lengkap… selengkap-lengkapnya, kasus dugaan kekerasan seksual Bechi terhadap santriwati. \n\nSetelah bertahun-tahun sampe 3x ganti Kapolda akhirnya ketangkep juga https://t.co/rdKPtes1d3 #News",lengkap selengkaplengkapnya duga keras seksual bechi santriwati nnsetelah bertahuntahun x ganti kapolda ketangkep news,2
