full_text,clean_text,tokenized_sents,polarity_score,polarity
"Karena perbutan itu melanggar UU Nomor 12 Tahun 2022 tentang tindak pidana kekerasan seksual di tempat kerja, di dalam adalah mengatur-ngatur naik turun jabatan melalui pemaksaan seksual,"" kata Ridwan Kamil. #BersamaJuara""",perbutan langgar uu nomor tindak pidana keras seksual kerja mengaturngatur turun jabat paksa seksual ridwan kamil bersamajuara,"['perbutan', 'langgar', 'uu', 'nomor', 'tindak', 'pidana', 'keras', 'seksual', 'kerja', 'mengaturngatur', 'turun', 'jabat', 'paksa', 'seksual', 'ridwan', 'kamil', 'bersamajuara']",-6,2
"@MichelAdam9191 Caores nya doyan bokep, relawan nya pernah mencabuli anak orang, wah gawat kalo sampai terpilih nanti bakal banyak perempuan trauma korban kekerasan seksual.",caores nya suka bokep rawan nya cabul anak orang gawat pilih perempuan trauma korban keras seksual,"['caores', 'nya', 'suka', 'bokep', 'rawan', 'nya', 'cabul', 'anak', 'orang', 'gawat', 'pilih', 'perempuan', 'trauma', 'korban', 'keras', 'seksual']",-25,2
"Tragedi ini patutnya disebut Kekerasan seksual bukan pemerkosaan,karena pemerkosaan itu peristiwa masuknya penis ke vagina, tanpa persetujuan, akan tetapi pada peristiwa ini semua masuk mulai dr gorden, dll.",tragedi patut keras seksual pemerkosaankarena perkosa peristiwa masuk penis vagina tuju peristiwa masuk gorden,"['tragedi', 'patut', 'keras', 'seksual', 'pemerkosaankarena', 'perkosa', 'peristiwa', 'masuk', 'penis', 'vagina', 'tuju', 'peristiwa', 'masuk', 'gorden']",-18,2
"“Kasus-kasus ini menyadarkan kita bahwa kekerasan seksual gencar membuntuti setiap perempuan, terlebih anak. Bahkan pelaku tidak hanya dari orang asing, melainkan orang terdekat kita sendiri,”\nhttps://t.co/AIh2wgKXjM",kasuskasus sadar keras seksual gencar buntut perempuan anak laku orang asing orang dekat sendirin,"['kasuskasus', 'sadar', 'keras', 'seksual', 'gencar', 'buntut', 'perempuan', 'anak', 'laku', 'orang', 'asing', 'orang', 'dekat', 'sendirin']",-1,2
"Tonic immobility sering kali dialami oleh korban kekerasan atau pelecehan seksual. Saat kejadian berlangsung, korban akan merasa tubuhnya seketika kaku dan sulit digerakan sehingga terkesan tidak memberikan perlawanan terhadap pelaku.",tonic immobility kali alami korban keras leceh seksual jadi korban tubuh kaku sulit gera kes lawan laku,"['tonic', 'immobility', 'kali', 'alami', 'korban', 'keras', 'leceh', 'seksual', 'jadi', 'korban', 'tubuh', 'kaku', 'sulit', 'gera', 'kes', 'lawan', 'laku']",-21,2
"Rudapaksa Anak Tetangga yang Masih Pelajar SD, Seorang Buruh di Makassar Terancam 15 Tahun Penjara https://t.co/SWL9LIt9DN #AnakDiBawahUmur #KekerasanSeksual #PelecehanSeksual #PemerkosaanAnak",rudapaksa anak tetangga ajar sd buruh makassar ancam penjara anakdibawahumur kekerasanseksual pelecehanseksual pemerkosaananak,"['rudapaksa', 'anak', 'tetangga', 'ajar', 'sd', 'buruh', 'makassar', 'ancam', 'penjara', 'anakdibawahumur', 'kekerasanseksual', 'pelecehanseksual', 'pemerkosaananak']",-14,2
"kenapa mereka diem aja ya kalo ada tindak kekerasan seksual yang terjadi di pesantren-pesantren, ustad-ustad yang melakukan pelecehan seksual",diam tindak keras seksual pesantrenpesantren ustadustad leceh seksual,"['diam', 'tindak', 'keras', 'seksual', 'pesantrenpesantren', 'ustadustad', 'leceh', 'seksual']",-7,2
Partai Perindo berbuat nyata dengan memberikan pendampingan hukum hingga psikis kepada  para korban kasus kekerasan dan pelecehan seksual\n#CelebritiesDotID #InfoCelebTerkini \nhttps://t.co/keMBZdi8jy,partai perindo buat nyata damping hukum psikis korban keras leceh seksualncelebritiesdotid infocelebterkini,"['partai', 'perindo', 'buat', 'nyata', 'damping', 'hukum', 'psikis', 'korban', 'keras', 'leceh', 'seksualncelebritiesdotid', 'infocelebterkini']",-5,2
"EDUKASI PENCEGAHAN KEKERASAN SEKSUAL KEPADA PELAJAR SMPN 2 DESA BATU BELAH, OLEH BPHN  https://t.co/xyLwrWdJeV",edukasi cegah keras seksual ajar smpn desa batu belah bphn,"['edukasi', 'cegah', 'keras', 'seksual', 'ajar', 'smpn', 'desa', 'batu', 'belah', 'bphn']",-7,2
"@convomfs Inner child mh ini.\nKehilangan orangtua dan keluarga dekat.\nKekerasan fisik, emosional, dan seksual.\nDiabaikan oleh keluarga dan orang terdekat.\nPerundungan atau bullying.\nKalo kyk beli barang2 masa kecil yg blm sempet ke beli, di treat like anak kecil sma partner lo itu mh bukan",inner child mh ininkehilangan orangtua keluarga dekatnkekerasan fisik emosional seksualndiabaikan keluarga orang terdekatnperundungan bullyingnkalo beli barang sempet beli treat like anak sma partner mh,"['inner', 'child', 'mh', 'ininkehilangan', 'orangtua', 'keluarga', 'dekatnkekerasan', 'fisik', 'emosional', 'seksualndiabaikan', 'keluarga', 'orang', 'terdekatnperundungan', 'bullyingnkalo', 'beli', 'barang', 'sempet', 'beli', 'treat', 'like', 'anak', 'sma', 'partner', 'mh']",0,0
'Tidur Bareng Bos' dan Gunung Es Kekerasan Seksual yang Hantui Karyawati\nhttps://t.co/Ylya7cRymW.,tidur bareng bos gunung es keras seksual hantu karyawatin,"['tidur', 'bareng', 'bos', 'gunung', 'es', 'keras', 'seksual', 'hantu', 'karyawatin']",2,1
Kapolda NTT: Sudah 12 Kasus Kekerasan Seksual di Manggarai Timur\n👇👇\n https://t.co/1XsPiNEOah https://t.co/AWWlWHMWWK,kapolda ntt keras seksual manggarai timurnn,"['kapolda', 'ntt', 'keras', 'seksual', 'manggarai', 'timurnn']",0,0
"Pemerintah Kabupaten Bekasi, menerbitkan surat edaran (SE) pencegahan dan penanganan kekerasan seksual terhadap pekerja perempuan di tempat kerja. Aturan tersebut telah tertera dalam surat edaran bernomor TK.04.04/SE.38/Disnaker. \n\nhttps://t.co/YA5yS3crMN",perintah kabupaten bekas terbit surat edar cegah tangan keras seksual kerja perempuan kerja atur tera surat edar nomor tksedisnaker nn,"['perintah', 'kabupaten', 'bekas', 'terbit', 'surat', 'edar', 'cegah', 'tangan', 'keras', 'seksual', 'kerja', 'perempuan', 'kerja', 'atur', 'tera', 'surat', 'edar', 'nomor', 'tksedisnaker', 'nn']",6,1
"Mau ngasih masukan jugaaa, buat perlindungan kelompok minoritas, jangan lupa perlindungan u/ teman2 penyandang disabilitas &amp; isu kekerasan seksual mungkin bisa ditarik lebih jauh ke dalam kekerasan berbasis gender, jadi tdk hanya KS tapi bisa fisik, ekonomi, psikis dll. https://t.co/kDsFN8UINf",kasih masuk jugaaa lindung kelompok minoritas lupa lindung teman sandang disabilitas isu keras seksual tarik keras bas gender ks fisik ekonomi psikis,"['kasih', 'masuk', 'jugaaa', 'lindung', 'kelompok', 'minoritas', 'lupa', 'lindung', 'teman', 'sandang', 'disabilitas', 'isu', 'keras', 'seksual', 'tarik', 'keras', 'bas', 'gender', 'ks', 'fisik', 'ekonomi', 'psikis']",3,1
"cw // 18+, kekerasan seksual, rape, trauma, pemerkosaan, sexual violence",cewek keras seksual rape trauma perkosa sexual violence,"['cewek', 'keras', 'seksual', 'rape', 'trauma', 'perkosa', 'sexual', 'violence']",-1,2
"Pasti yang protes student laki misoginy ini. Karena Psy ga diserang. Dan soyoon diserang karena dukung korban kekerasan seksual dan orang difable, karena temenan sama drug user. temenan doang. Diserang. Psy malah make ga diserang",protes student laki misoginy psy serang soyoon serang dukung korban keras seksual orang difable temenan drug user temenan serang psy pakai serang,"['protes', 'student', 'laki', 'misoginy', 'psy', 'serang', 'soyoon', 'serang', 'dukung', 'korban', 'keras', 'seksual', 'orang', 'difable', 'temenan', 'drug', 'user', 'temenan', 'serang', 'psy', 'pakai', 'serang']",-23,2
"Habis ngecek @bijakmemilihid, dan karena isu concern saya tentu saja soal ketenagakerjaan, mau ngasih masukan harusnya isu penciptaan lapangan kerja"" itu jangan terbatas bahas UUCK, tapi di isu industrialisasinya. Jarang soalnya isu ini dibahas sama politisi.""",habis ngecek isu concern ketenagakerjaan kasih masuk isu cipta lapang kerja batas bahas uuck isu industrialisasinya jarang isu bahas politis,"['habis', 'ngecek', 'isu', 'concern', 'ketenagakerjaan', 'kasih', 'masuk', 'isu', 'cipta', 'lapang', 'kerja', 'batas', 'bahas', 'uuck', 'isu', 'industrialisasinya', 'jarang', 'isu', 'bahas', 'politis']",1,1
Pemerintah Kabupaten Bekasi menerbitkan surat edaran bernomor TK.04.04/SE.38/Disnaker tentang pencegahan dan penanganan kekerasan seksual terhadap pekerja perempuan di tempat kerja.\n\n #Sindonews #news .https://t.co/Vgv2Qrkl04,perintah kabupaten bekas terbit surat edar nomor tksedisnaker cegah tangan keras seksual kerja perempuan kerjann sindonews news,"['perintah', 'kabupaten', 'bekas', 'terbit', 'surat', 'edar', 'nomor', 'tksedisnaker', 'cegah', 'tangan', 'keras', 'seksual', 'kerja', 'perempuan', 'kerjann', 'sindonews', 'news']",4,1
Pemkab Bekasi Terbitkan Edaran Pencegahan Kekerasan Seksual di Perusahaan https://t.co/yqN8Ncmv94 https://t.co/dempyY9APw,pemkab bekas terbit edar cegah keras seksual usaha,"['pemkab', 'bekas', 'terbit', 'edar', 'cegah', 'keras', 'seksual', 'usaha']",0,0
"The student council of Sungkyunkwan University is under attack over the university festival invitation of indie band Se So Neon. Other artists include YB (Yoon Dohyun Band), Psy and Itzy. After the announcement, there were postings to the university's online community forum",the student council of sungkyunkwan university is under attack over the university festival invitation of indie band so neon other artists include yb yoon dohyun band psy and itzy after the announcement there were postings to the universitys online community forum,"['the', 'student', 'council', 'of', 'sungkyunkwan', 'university', 'is', 'under', 'attack', 'over', 'the', 'university', 'festival', 'invitation', 'of', 'indie', 'band', 'so', 'neon', 'other', 'artists', 'include', 'yb', 'yoon', 'dohyun', 'band', 'psy', 'and', 'itzy', 'after', 'the', 'announcement', 'there', 'were', 'postings', 'to', 'the', 'universitys', 'online', 'community', 'forum']",-1,2
"@kolmiares @moviemenfes ada kekerasan seksual, lesbian, homo, makan tai, belum endingnya yg dikulitin kelaminnya, terus ditusuk matanya",keras seksual lesbian homo makan tahi endingnya dikulitin kelamin tusuk mata,"['keras', 'seksual', 'lesbian', 'homo', 'makan', 'tahi', 'endingnya', 'dikulitin', 'kelamin', 'tusuk', 'mata']",-14,2
Polrestro Jakut tangkap buron kasus kekerasan seksual di Pademangan https://t.co/pHcIddHaH7,polrestro jakut tangkap buron keras seksual pademangan,"['polrestro', 'jakut', 'tangkap', 'buron', 'keras', 'seksual', 'pademangan']",-3,2
Pemkab Bekasi Terbitkan Surat Edaran Cegah Kekerasan Seksual Terhadap Pekerja Perempuan\nhttps://t.co/mrCeHPVvVK,pemkab bekas terbit surat edar cegah keras seksual kerja perempuann,"['pemkab', 'bekas', 'terbit', 'surat', 'edar', 'cegah', 'keras', 'seksual', 'kerja', 'perempuann']",3,1
"@WahyuNo79575772 @txtdarisisange ini bukan berarti bagi cowok tahan akan hal beginian yak, karena memang ada yang cewek nya sudah menahan, namun justru cowoknya yang memaksa dan itu adalah kekerasan seksual. begitupun berlaku sebaliknya, jadi ya fair2 saja..",cowok tahan yak cewek nya tahan cowok paksa keras seksual laku fair,"['cowok', 'tahan', 'yak', 'cewek', 'nya', 'tahan', 'cowok', 'paksa', 'keras', 'seksual', 'laku', 'fair']",-3,2
"TW//\n\nAda buku judulnya Perawan Remaja Dalam Cengkeraman Militer, isinya tentang para perempuan usia belasan tahun yang dijanjikan Jepang untuk diberikan pendidikan ke luar negeri dengan kapal laut.\n\nFaktanya di atas kapal perempuan-perempuan ini diperkosa tentara Jepang. https://t.co/SPJdiuxERi",twnnada buku judul perawan remaja cengkeram militer isi perempuan usia bas janji jepang didik negeri kapal lautnnfaktanya kapal perempuanperempuan perkosa tentara jepang,"['twnnada', 'buku', 'judul', 'perawan', 'remaja', 'cengkeram', 'militer', 'isi', 'perempuan', 'usia', 'bas', 'janji', 'jepang', 'didik', 'negeri', 'kapal', 'lautnnfaktanya', 'kapal', 'perempuanperempuan', 'perkosa', 'tentara', 'jepang']",-13,2
"@kisahdunia_com Memang itu benar adanya. Lebih memperparah lagi dia bersembungi di bawah undang-undang kekerasan seksual. Atas nama sama-sama suka dia bisa seanaknya saja, mengumbar hawa nafsu. \nBahkan suami bisa dipenjarakan oleh perempuan (baca: istri)",parah sembung undangundang keras seksual nama samasama suka anak umbar hawa nafsu nbahkan suami penjara perempuan baca istri,"['parah', 'sembung', 'undangundang', 'keras', 'seksual', 'nama', 'samasama', 'suka', 'anak', 'umbar', 'hawa', 'nafsu', 'nbahkan', 'suami', 'penjara', 'perempuan', 'baca', 'istri']",-12,2
"penggunaan trigger warning yang benar adalah sbb:\n\ntw // rape , kekerasan seksual , pemerkosaan",guna trigger warning sbbnntw rape keras seksual perkosa,"['guna', 'trigger', 'warning', 'sbbnntw', 'rape', 'keras', 'seksual', 'perkosa']",1,1
"@cinnamongirlc Faktanya, para perempuan tersebut diperkosa dan disiksa oleh tentara Jepang selama perjalanan di kapal tersebut. Buku ini menggambarkan kekejaman yang dialami para perempuan dan dampak traumatis yang mereka alami sebagai korban kekerasan seksual dan pelecehan.",fakta perempuan perkosa siksa tentara jepang jalan kapal buku gambar kejam alami perempuan dampak traumatis alami korban keras seksual leceh,"['fakta', 'perempuan', 'perkosa', 'siksa', 'tentara', 'jepang', 'jalan', 'kapal', 'buku', 'gambar', 'kejam', 'alami', 'perempuan', 'dampak', 'traumatis', 'alami', 'korban', 'keras', 'seksual', 'leceh']",-38,2
"Bos perusahaan di Cikarang, Jawa Barat, yang mensyaratkan staycation agar kontrak kerja diperpanjang, akhirnya dipecat. https://t.co/NixbEo0lpD",bos usaha cikarang jawa barat syarat staycation kontrak kerja panjang pecat,"['bos', 'usaha', 'cikarang', 'jawa', 'barat', 'syarat', 'staycation', 'kontrak', 'kerja', 'panjang', 'pecat']",-3,2
Manokwari dan Sorong Darurat Kekerasan Seksual Terhadap Anak https://t.co/YvW83UcsDs,manokwari sorong darurat keras seksual anak,"['manokwari', 'sorong', 'darurat', 'keras', 'seksual', 'anak']",-3,2
[Talkshow - LetSS Talk] Politik Kekerasan Seksual (Mengenang Mei 1998 dan Beberapa Kasus Kekerasan Seksual Massal Lain) https://t.co/wij0ByOGxd,talkshow letss talk politik keras seksual kenang mei keras seksual massal,"['talkshow', 'letss', 'talk', 'politik', 'keras', 'seksual', 'kenang', 'mei', 'keras', 'seksual', 'massal']",0,0
"There's a lot of things yg membuat gue 'sesak' ketika baca ini karena mengandung kekerasan seksual. Tentang impian dan harapan wanita yg dijanjikan untuk belajar, menempuh pendidikan, tapi tidak pernah terjadi",theres a lot of things sesak baca kandung keras seksual impi harap wanita janji ajar tempuh didik,"['theres', 'a', 'lot', 'of', 'things', 'sesak', 'baca', 'kandung', 'keras', 'seksual', 'impi', 'harap', 'wanita', 'janji', 'ajar', 'tempuh', 'didik']",-8,2
Anda juga dapat melihat jumlah kasus kekerasan dan kejahatan seksual di sekitar anda melalui peta di home https://t.co/KohDPBPiQz,keras jahat seksual peta home,"['keras', 'jahat', 'seksual', 'peta', 'home']",-4,2
Komnas Perempuan Minta Bakal Calon Legislatif Bersih dari Kekerasan Seksual #KomnasPerempuan #KekerasanSeksual #BakalCalonLegislatif #Pkpu  https://t.co/HNgGws9ohP,komnas perempuan calon legislatif bersih keras seksual komnasperempuan kekerasanseksual bakalcalonlegislatif pkpu,"['komnas', 'perempuan', 'calon', 'legislatif', 'bersih', 'keras', 'seksual', 'komnasperempuan', 'kekerasanseksual', 'bakalcalonlegislatif', 'pkpu']",0,0
"gais akun biji keramat udah balik lagi terus datangin akun sn jepang, jadi tolong bareng bareng di report ya, biar cepat prosesnya samaan jenis laporannya, semua org di twitter&gt; dilecehkan atau diintimidasi dengan kekerasan&gt; melecehkan org secara seksual",gais akun biji keramat datangin akun sn jepang tolong bareng bareng report biar cepat proses sama jenis lapor orang twittergt leceh intimidasi kekerasangt leceh orang seksual,"['gais', 'akun', 'biji', 'keramat', 'datangin', 'akun', 'sn', 'jepang', 'tolong', 'bareng', 'bareng', 'report', 'biar', 'cepat', 'proses', 'sama', 'jenis', 'lapor', 'orang', 'twittergt', 'leceh', 'intimidasi', 'kekerasangt', 'leceh', 'orang', 'seksual']",-14,2
Jadi inget mas2 yg dituduh pelaku kekerasan seksual trs dia di-PHK.\nSerem bgt si orang yang demi viral demi pansos ngancurin hidup orang lain. Sampe mutus rejeki orang lho kerugiannya. Who knows tanggungannya mas itu? Apa dia nanggung idup ibunya kah? Anaknya 3 masih kecil2 kah?,mas tuduh laku keras seksual diphknserem orang viral pansos ngancurin hidup orang sampe mutus rejeki orang lho rugi who knows tanggung mas nanggung hidup ibu kah anak kah,"['mas', 'tuduh', 'laku', 'keras', 'seksual', 'diphknserem', 'orang', 'viral', 'pansos', 'ngancurin', 'hidup', 'orang', 'sampe', 'mutus', 'rejeki', 'orang', 'lho', 'rugi', 'who', 'knows', 'tanggung', 'mas', 'nanggung', 'hidup', 'ibu', 'kah', 'anak', 'kah']",-7,2
Mengapa Kekerasan Seksual terhadap Perempuan Disabilitas Terus Terjadi?📌\n\nhttps://t.co/34VnqkrbZj,keras seksual perempuan disabilitas terjadinn,"['keras', 'seksual', 'perempuan', 'disabilitas', 'terjadinn']",0,0
Komnas Perempuan: Peserta Pemilu Harus Bersih dari Kasus Kekerasan Seksual https://t.co/09wvDVqCAK,komnas perempuan serta milu bersih keras seksual,"['komnas', 'perempuan', 'serta', 'milu', 'bersih', 'keras', 'seksual']",2,1
"sempurna, yang tidak sempurna.\nhttps://t.co/x049MWmB6B",sempurna sempurnan,"['sempurna', 'sempurnan']",0,0
Komnas Perempuan: Peserta Pemilu Harus Bersih dari Kasus Kekerasan Seksual https://t.co/MRHqM3grIt,komnas perempuan serta milu bersih keras seksual,"['komnas', 'perempuan', 'serta', 'milu', 'bersih', 'keras', 'seksual']",2,1
"Dari Film Hotline 1998 (2022), Mereka Yang Terbungkam (2021) Hingga Langit Gemuruh (2015) *Bab-bab Kekerasan Rasial dan Seksual Mei 1998 https://t.co/b1oE4AlumR",film hotline bungkam langit gemuruh babbab keras rasial seksual mei,"['film', 'hotline', 'bungkam', 'langit', 'gemuruh', 'babbab', 'keras', 'rasial', 'seksual', 'mei']",-6,2
"Ke depan TP PKK nasional harusnya bisa jadi garda terdepan dalam pengentasan stunting, penghapusan kekerasan seksual, serta advokasi hak warga negara oleh para Ibu.",tp pkk nasional garda depan entas stunting hapus keras seksual advokasi hak warga negara,"['tp', 'pkk', 'nasional', 'garda', 'depan', 'entas', 'stunting', 'hapus', 'keras', 'seksual', 'advokasi', 'hak', 'warga', 'negara']",0,0
"Miris, kekerasan seksual diduga menimpa seorang wanita berinisial OK (22) warga kota Baturaja saat menjaga ibunya .\n\n #Okezone . https://t.co/ZRYNOv495s",miris keras seksual duga timpa wanita inisial ok warga kota baturaja jaga ibu nn okezone,"['miris', 'keras', 'seksual', 'duga', 'timpa', 'wanita', 'inisial', 'ok', 'warga', 'kota', 'baturaja', 'jaga', 'ibu', 'nn', 'okezone']",-3,2
Komnas Perempuan: Peserta Pemilu Harus Bersih dari Kasus Kekerasan Seksual https://t.co/SOv0AFKOFi,komnas perempuan serta milu bersih keras seksual,"['komnas', 'perempuan', 'serta', 'milu', 'bersih', 'keras', 'seksual']",2,1
Anijng babi gw bacanya kesel. Udah jadi korban kekerasan seksual menn,anijng babi baca kesal udah korban keras seksual menn,"['anijng', 'babi', 'baca', 'kesal', 'udah', 'korban', 'keras', 'seksual', 'menn']",-7,2
Gencarkan Pencegahan Kekerasan Seksual di Kampus https://t.co/jBkVxstWYi lewat @radarjogja,gencar cegah keras seksual kampus,"['gencar', 'cegah', 'keras', 'seksual', 'kampus']",0,0
Komnas Perempuan: Bakal Calon Anggota Legislatif Harus Bersih dari Kekerasan Seksual [beritaindo] https://t.co/mrEZWHz08W,komnas perempuan calon anggota legislatif bersih keras seksual beritaindo,"['komnas', 'perempuan', 'calon', 'anggota', 'legislatif', 'bersih', 'keras', 'seksual', 'beritaindo']",-3,2
